function	P10F2	P10F3	P10F4	P1F1	P1F2	P1F3	P1F4	P1F5	P2F3	P3F1	P3F2	P3F3	P3F4	P3F5	P4F1	P4F2	P4F3	P4F4	P4F5	P5F1	P5F2	P5F3	P5F4	P5F5	P6F1	P6F2	P6F3	P6F4	P7F1	P7F2	P7F3	P7F4	P7F5	P8F1	P8F2	P8F3	P8F4	P9F1	P9F2	P9F3	P9F4	P9F5
FORMYLMETHIONINE-DEFORMYLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
FORMYLTHFDEFORMYL-RXN	3806.050000000001	4.0	2604.890000000001	6921.879999999999	4444.240000000002	8412.86	4720.43	8969.46	4229.1	2210.64	1656.5100000000002	3414.52	3516.580000000001	7884.990000000002	7.0	6412.790000000001	4511.59	2796.27	5191.07	2697.98	4681.6100000000015	4422.23	3957.970000000001	2906.92	1289.01	6586.960000000001	2081.25	4967.5	2036.32	3102.4500000000007	3585.720000000001	1912.5300000000007	1986.1900000000005	5700.83	5093.940000000001	3492.9600000000014	2504.95	3142.84	4007.67	3145.76	4886.13	2590.4100000000008
FORMYLTHFGLUSYNTH-RXN	5912.09	6.0	4015.64	9003.26	6198.3200000000015	10308.81	7209.210000000001	11764.420000000002	7865.43	3157.870000000001	1741.86	4692.230000000001	5135.02	9552.71	7.0	8955.17	6970.550000000001	4976.800000000001	6253.620000000001	4696.74	7174.89	6626.750000000001	6071.480000000001	4396.230000000001	2292.2699999999995	7894.090000000001	4227.370000000001	6494.92	3267.54	4850.210000000001	6020.9900000000025	3090.78	3042.970000000001	8114.75	7047.560000000001	5328.25	4478.81	3980.930000000001	5497.76	4262.480000000001	7388.92	3641.2300000000014
FPPSYN-RXN	6492.620000000001	6.0	4405.8200000000015	9567.909999999998	6534.480000000001	10641.74	7592.420000000001	12352.38	8264.990000000002	3593.4000000000005	1782.4500000000005	5054.4000000000015	5355.590000000001	9920.23	7.0	9774.510000000002	7656.82	5249.970000000001	6899.140000000001	5046.56	7707.5700000000015	7221.590000000001	6766.190000000001	4794.66	2389.11	8638.000000000002	4543.220000000001	7044.42	3578.4100000000008	5738.600000000001	6421.980000000001	3300.7900000000004	3396.490000000001	8937.42	7752.410000000003	5786.58	4704.3200000000015	4326.590000000001	6012.4900000000025	4704.31	7807.09	3845.6200000000013
FRUCTOKINASE-RXN	4577.77	4.0	3080.4300000000007	7969.6500000000015	5123.6100000000015	9271.71	5634.870000000001	10223.490000000002	5116.3600000000015	2682.52	1645.21	3934.410000000001	3967.6400000000012	8644.09	6.0	8255.380000000001	5806.949999999999	3279.2	6203.630000000003	3519.820000000001	5799.190000000001	5553.960000000001	4961.660000000002	3532.4600000000005	1533.9099999999994	8014.210000000003	2693.9700000000007	5540.67	2748.530000000001	4493.040000000002	4503.480000000001	2385.87	2529.4100000000008	6648.09	5703.570000000002	4191.35	3019.53	3526.8900000000012	4606.75	3784.650000000001	5766.56	3017.49
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	1175.7199999999996	2.0	898.8699999999999	4950.1799999999985	2859.18	6756.67	2455.51	6237.89	1360.91	939.1	1471.05	1960.52	2139.42	6023.01	0.0	2127.09	1787.8	883.0199999999999	1812.76	1028.19	1626.69	1516.67	1666.41	1285.5800000000004	387.17	2125.4700000000007	658.52	1586.9300000000005	962.99	1802.44	1335.59	661.15	851.6699999999997	3020.09	1587.9600000000007	1170.11	951.02	1830.6100000000006	2045.1100000000006	1577.8199999999995	2552.26	1672.52
FUC4NACTRANS-RXN	35.5	0.0	31.0	16.36	12.0	6.6	13.49	15.93	3.7	2.0	2.63	13.8	0.0	8.83	0.0	322.17	149.29	9.0	261.13	59.0	92.7	115.5	21.69	4.4	6.0	288.7100000000001	2.8	7.5	18.4	134.0	14.54	23.5	10.0	61.5	106.8	56.0	0.59	19.09	44.22	20.6	10.0	6.29
FUCISOM-RXN	123.5	0.0	76.5	157.5	154.0	140.0	216.2	203.15	176.7	80.5	2.2	82.7	89.0	160.0	0.0	323.17	164.29	112.0	229.88	148.0	248.2	219.0	133.4	106.4	58.5	302.96	107.4	99.5	95.0	84.5	178.25	90.0	76.0	150.0	191.3	34.5	100.59	57.3	83.1	77.7	215.5	87.5
FUCPALDOL-RXN	2070.41	2.0	1387.26	2062.91	1325.0500000000004	1509.6800000000005	1835.62	2416.5	2595.0	1090.33	100.53000000000002	1101.59	1182.61	1534.3	0.0	3389.9	2603.37	1601.7699999999993	2179.49	1814.26	2409.54	2597.99	2156.79	1327.5	696.19	2783.08	1496.59	1561.8000000000004	1043.75	1648.59	1898.0400000000006	909.44	1086.3399999999997	2281.24	2160.81	2006.67	1438.96	944.48	1427.7200000000007	1122.4	2073.98	849.4499999999998
FUCULOKIN-RXN	31.5	0.0	30.5	12.5	11.0	11.0	18.2	13.65	9.7	12.0	0.2	7.2	0.0	11.0	0.0	241.17	88.29	12.0	209.88	52.0	72.7	92.5	9.4	14.4	6.0	222.96	6.4	5.5	13.0	7.0	11.25	9.5	8.0	49.5	97.8	4.0	4.59	3.8	10.6	8.2	17.0	5.0
FUMARYLACETOACETASE-RXN	3350.6800000000007	4.0	2195.390000000001	3039.75	1909.76	2115.24	2798.83	3934.72	2570.780000000001	1833.51	249.3	2017.8100000000006	1506.0599999999995	2633.44	7.0	5354.500000000001	4131.58	1646.11	4880.870000000001	1819.27	3709.18	3324.9000000000005	3103.0200000000013	1953.63	699.83	6413.600000000001	1393.59	4592.9000000000015	1592.7600000000002	2771.7100000000014	2308.580000000001	1338.61	1461.0200000000007	3512.630000000001	4135.340000000002	2898.03	1300.9599999999996	1841.94	2858.26	2442.2	2808.44	1148.7
FUMHYDR-RXN	8740.03	8.0	5929.250000000001	11507.65	8109.700000000003	12392.03	10074.39	15021.380000000005	11112.080000000002	4485.43	1924.14	6316.980000000002	6731.620000000003	11640.200000000004	11.0	13802.46	10501.35	7122.170000000001	10012.93	7869.890000000001	11389.88	10826.47	8721.400000000001	6235.910000000002	3204.2699999999995	12783.73	6186.880000000003	9065.06	4635.44	7216.300000000002	8664.260000000002	4487.22	4375.840000000002	11191.1	10843.130000000003	8176.32	6322.200000000002	5379.760000000001	7544.740000000002	5942.79	10200.55	4830.0700000000015
GABATRANSAM-RXN	2562.48	0.0	1660.95	2132.82	1449.34	1453.7499999999998	1920.0599999999995	2645.79	3029.590000000001	1168.9	117.12999999999998	1214.5399999999995	1301.2700000000002	1593.83	4.0	4164.79	3037.640000000001	2058.32	3118.5	1257.4899999999998	2098.350000000001	1751.1699999999994	2031.8299999999995	1461.8699999999994	1019.19	3546.130000000001	1466.05	2184.36	1259.2	1735.1999999999996	1968.64	913.09	1112.09	2628.3499999999995	3253.7000000000016	2490.34	1786.1099999999994	1144.38	1786.0599999999995	1302.8100000000004	2130.7300000000005	804.9199999999997
GALACTARDEHYDRA-RXN	667.99	0.0	444.0	856.2500000000001	370.49000000000007	427.58	604.2	764.31	480.73	483.4	52.92999999999999	415.31000000000006	241.25000000000003	536.4599999999998	4.0	1775.5099999999998	1022.75	332.5	1786.13	439.24	837.79	838.3399999999998	778.23	398.57	134.5	2457.96	233.63	658.8299999999998	624.13	1005.67	519.78	311.33	349.83	809.45	829.2199999999998	706.6700000000002	235.47	394.8	576.0999999999998	483.22	573.6300000000001	268.34000000000003
GALACTOACETYLTRAN-RXN	56.67	0.0	26.67	29.33	30.840000000000003	46.5	44.32	61.82	20.87	18.33	5.03	42.87000000000001	29.33	38.16	0.0	268.21	94.0	33.0	363.05	23.0	63.71	72.21	38.4	43.4	2.83	591.08	33.23	14.0	39.5	160.67000000000004	42.75	58.33	17.0	41.5	43.97	156.17	21.55	30.3	69.31	36.7	38.75	28.0
GALACTODEHYDROG-RXN	459.25	0.0	337.0	393.75	188.5	243.25	249.25	422.72	349.5	263.0	29.0	308.0	161.5	269.0	0.0	782.0	601.75	220.0	604.0	464.0	643.25	679.5	464.28	252.94	87.0	772.5	197.5	1199.67	128.5	402.0	315.5	203.0	200.5	636.75	613.75	383.0	197.5	264.5	298.72	335.8300000000001	290.5	99.5
GALACTOKIN-RXN	2085.9	0.0	1482.5000000000002	2276.24	1677.2599999999998	1842.09	2314.93	3062.2000000000007	2720.53	1256.64	111.8	1316.21	1236.64	1769.1400000000006	3.0	3276.01	2900.73	1734.28	2469.75	1231.85	2072.36	2002.76	2227.35	1447.8200000000004	752.1000000000001	3249.78	1594.41	2419.57	1225.3	1711.02	1911.55	1011.59	1080.27	2341.1800000000007	2730.1600000000008	1792.14	1451.0299999999993	1204.7200000000005	2001.01	1488.6800000000005	2397.34	927.55
GALACTONDEHYDRAT-RXN	985.74	0.0	718.87	721.45	469.01999999999987	555.5199999999999	674.4599999999998	768.97	998.5699999999997	500.01	68.49	522.09	397.18000000000006	554.35	0.0	1960.52	1480.1500000000005	636.8799999999998	2084.84	892.1999999999998	1465.2900000000004	1293.0099999999998	897.9699999999998	614.86	288.68	2595.7300000000005	457.00000000000006	3803.84	417.76	924.0	842.74	398.53	367.02	1286.1	1265.7699999999998	1011.6699999999997	507.8	511.11	685.7199999999998	531.23	766.3199999999998	257.81
GALACTOSE-OXIDASE-RXN	10.5	0.0	4.5	73.33	10.83	9.67	18.17	63.0	14.0	22.67	8.0	38.67	11.67	48.0	0.0	70.67	17.0	9.0	104.5	18.340000000000003	30.5	37.0	26.33	16.0	8.67	128.32999999999998	3.0	16.66	7.33	14.0	26.33	9.5	18.33	14.67	13.0	9.67	16.67	18.0	49.17	41.33	33.83	10.67
GALACTOSYLCERAMIDASE-RXN	0.0	0.0	3.0	0.0	3.0	1.0	4.0	13.0	2.0	4.0	0.0	6.0	1.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	14.0	10.0	7.0	0.0	0.0	5.0	0.0	8.0	12.0	4.0	4.0	5.0	6.0	5.0	0.0	0.0	3.0	6.0	5.0	4.0	3.0
GALACTURIDYLYLTRANS-RXN	1678.08	4.0	1250.36	5064.0700000000015	3227.100000000001	7186.6	2973.950000000001	6846.22	2349.88	1049.14	1466.3000000000004	2111.870000000001	2593.4900000000007	6321.470000000001	0.0	2811.86	2405.74	1449.1300000000006	1897.9300000000005	1112.69	1515.3700000000006	1720.94	1919.53	1508.82	658.2700000000002	2391.630000000001	1325.1	1015.0899999999997	1175.64	1565.85	1848.23	882.8599999999997	1038.6099999999997	3469.35	2155.52	1627.16	1407.0499999999995	1872.5500000000006	2239.19	1644.3700000000006	3100.860000000001	1919.4000000000005
GALACTUROISOM-RXN	1699.6799999999996	0.0	1156.9499999999996	1759.17	1229.85	1403.29	1703.62	2210.84	1807.99	948.51	92.85	1026.4299999999996	892.5199999999999	1380.4100000000005	3.0	2507.16	2315.13	1155.88	2178.05	1154.52	1867.28	1753.18	1542.4799999999998	1045.27	467.85	2595.330000000001	1140.67	2937.7700000000004	976.43	1510.09	1446.8300000000004	778.03	773.52	1872.27	2153.85	1528.0	1006.88	861.69	1430.45	1223.5300000000002	1832.69	714.81
GALLATE-DIOXYGENASE-RXN	110.5	0.0	71.0	147.32999999999996	36.5	71.67	88.5	100.0	56.5	120.67	15.0	85.67	113.67	54.0	0.0	350.67	205.0	60.67	326.0	103.34	187.0	194.67	126.83	58.0	25.67	297.3300000000001	20.5	109.16	69.33	57.5	100.33	58.5	64.33	153.17000000000004	147.5	50.67	15.67	101.5	82.17	97.83	81.5	37.84
GALPMUT-RXN	653.1600000000002	0.0	383.02	506.67	411.22	415.57	522.69	763.3799999999999	534.3499999999998	321.6400000000001	24.5	325.5100000000001	271.75999999999993	448.68000000000006	0.0	1094.2299999999998	829.7599999999999	373.19	923.06	499.84	939.59	1230.02	677.06	368.99	155.17000000000004	1137.02	345.19	682.6799999999997	243.14	330.41	500.26	280.5999999999999	293.51	602.1600000000002	649.0400000000002	531.1800000000002	320.68999999999994	327.42	445.51	345.68	505.98	203.51
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAMMA-GLUTAMYLTRANSFERASE-RXN	10076.640000000003	8.0	6928.34	11719.31	7077.090000000001	11465.760000000006	8345.670000000004	14066.930000000002	10785.820000000003	5226.660000000002	1999.61	6452.420000000001	6369.51	11178.66	7.0	15839.15	11420.55	6768.1100000000015	11840.450000000004	6374.260000000001	10045.33	8683.960000000001	9440.21	6080.1100000000015	3042.03	14819.930000000002	5061.8200000000015	11258.31	4524.21	7796.040000000003	7738.660000000003	4283.83	4568.1100000000015	12755.29	11792.490000000005	9893.59	6055.910000000003	5852.7	7688.28	6392.480000000001	9275.750000000002	4305.2
GAPDHSYNEC-RXN	89.0	2.0	82.67	3443.67	2189.17	6002.67	1509.83	4723.17	160.5	129.0	1398.5	1268.0	1732.83	5132.0	0.0	185.5	119.0	120.0	36.83	205.33	268.0	326.3300000000001	297.49999999999994	478.83	55.0	53.17	248.0	171.82999999999996	159.0	263.33000000000004	279.33000000000004	136.0	181.67	1580.5	96.83	32.5	203.0	1101.83	1025.5	744.83	1502.83	1261.0
GAPOXNPHOSPHN-RXN	7385.94	6.0	4909.56	10133.570000000003	7151.450000000003	11245.500000000002	8483.1	13400.550000000005	8987.53	3751.9800000000014	1842.25	5501.830000000003	5676.640000000001	10626.02	13.0	11161.88	8805.480000000001	5662.380000000001	8649.7	6023.790000000001	9793.67	9141.45	7211.8499999999985	5319.950000000002	2606.3499999999995	10973.23	4889.780000000002	9559.5	3759.25	5676.690000000001	7089.380000000003	3685.11	3593.0600000000013	9417.96	9368.760000000002	6863.92	5055.8600000000015	4658.090000000001	6747.8	5274.16	8554.26	4152.49
GART-RXN	7132.690000000001	8.0	4912.390000000001	10270.84	7083.480000000001	11215.52	8574.660000000002	13338.610000000002	9351.09	3888.89	1851.04	5516.280000000002	5720.200000000002	10663.409999999998	11.0	11348.13	8482.720000000001	6011.630000000001	8425.67	5534.98	8646.17	7990.310000000001	7271.410000000002	5139.420000000001	2763.5199999999995	10722.17	4824.010000000001	7953.66	3879.4600000000014	5636.480000000001	7035.120000000001	3711.69	3668.3900000000012	9210.88	8715.950000000003	6639.089999999998	5343.81	4753.8	6646.08	5167.56	8593.15	4241.17
GCVP-RXN	7768.070000000002	8.0	5234.3600000000015	10937.31	7370.0300000000025	11733.29	8869.680000000002	13780.560000000005	10216.330000000002	4279.240000000002	1779.98	5552.000000000003	6228.380000000001	10826.070000000003	7.0	11863.160000000002	8781.53	6422.93	8076.150000000002	5169.790000000001	8138.56	6788.0700000000015	7987.2800000000025	5651.01	2926.3799999999987	10166.43	5551.880000000001	8259.61	4533.39	6885.660000000003	8050.880000000001	3899.84	4055.260000000001	10111.89	9048.420000000002	6993.090000000001	5737.440000000001	4743.66	6590.589999999998	5155.24	9344.14	4408.030000000002
GCVT-RXN	6367.540000000001	6.0	4196.3200000000015	9465.3	6376.060000000001	10503.11	7326.180000000001	11969.59	8444.04	3344.9800000000005	1711.3300000000004	4710.140000000001	5324.52	9694.32	7.0	9703.81	7313.950000000002	5334.050000000001	7027.450000000002	4144.640000000001	6619.89	5746.330000000001	6231.6100000000015	4440.84	2461.76	8988.230000000001	4418.440000000001	7367.340000000001	3482.4300000000007	5116.0700000000015	6115.830000000003	3094.2000000000007	3172.800000000001	8177.71	7359.400000000002	5932.26	4775.140000000001	4066.970000000001	5551.3899999999985	4326.810000000001	7703.09	3766.430000000001
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	561.1	0.0	320.70999999999987	235.1	118.03	146.95000000000005	190.33	289.7000000000001	485.21999999999986	192.17	24.5	217.05	197.35	160.71000000000004	0.0	1139.6899999999996	494.75	323.74000000000007	1042.7399999999998	250.03000000000003	368.92	416.35	411.84	215.02000000000004	133.86	1439.0500000000004	211.89	297.17	102.88000000000002	269.18	260.54	180.04000000000005	214.2	497.46	567.1499999999999	778.6499999999997	258.23	230.36	297.17	299.37	254.85	87.86000000000001
GDP-MANNOSE-6-DEHYDROGENASE-RXN	190.6	0.0	121.5	41.25	45.9	55.25	66.5	87.1	113.03	57.9	0.4	64.0	67.25	67.65	0.0	396.13	224.55	101.0	519.0	120.9	249.4	252.9	98.5	65.5	40.0	773.87	72.5	308.5	38.5	91.75	76.7	40.5	51.0	180.95	430.0	260.0	74.25	64.65	95.75	84.9	77.25	35.75
GDPKIN-RXN	5804.09	6.0	3959.97	8943.9	6188.6500000000015	10266.91	7160.250000000001	11652.42	7768.43	3104.070000000001	1735.9300000000005	4647.730000000001	5075.85	9533.61	7.0	8824.170000000002	6820.050000000001	4958.470000000001	6197.620000000001	4586.41	7073.89	6516.250000000001	5989.8600000000015	4338.16	2260.9299999999994	7838.090000000001	4235.040000000001	6362.25	3248.74	4828.310000000001	5954.130000000001	3026.4500000000007	3033.300000000001	8021.25	6936.560000000001	5276.25	4432.980000000001	3939.3100000000013	5413.969999999998	4210.640000000001	7336.25	3638.2700000000013
GDPMANDEHYDRA-RXN	4862.08	2.0	3161.44	8065.87	5320.580000000001	9378.22	5823.350000000001	10196.31	6176.18	2576.15	1675.47	4045.380000000001	4505.5	8621.76	6.0	7425.1	5686.55	3802.13	5722.750000000001	3212.5000000000014	5531.34	5213.16	5092.020000000001	3600.05	1753.5799999999995	7206.1100000000015	3423.7700000000004	5247.43	2449.68	3743.93	4886.580000000001	2442.25	2525.2700000000004	6748.52	5467.740000000002	4663.66	3529.9600000000005	3631.64	4754.8899999999985	3696.77	6224.61	3128.8100000000004
GDPPYPHOSKIN-RXN	5870.209999999999	8.0	4058.61	9754.499999999998	6872.740000000002	11151.35	8489.179999999997	12864.68	7915.37	3364.240000000001	1799.6800000000005	5131.080000000001	5541.6500000000015	10282.38	11.0	9661.39	7270.0	5140.42	6760.25	5429.549999999998	8360.900000000001	7902.330000000001	6537.51	4688.38	2328.25	9055.77	4502.36	5334.15	3604.17	5022.840000000001	6795.030000000002	3574.56	3280.6200000000013	7992.23	7109.690000000001	5209.25	4561.6	4218.89	5941.66	4624.829999999999	8417.52	4140.620000000001
GDPREDUCT-RXN	12009.01	12.0	7951.590000000003	17537.54	11615.210000000005	19935.83	13516.890000000005	22942.45	13660.030000000002	6352.820000000002	3487.82	8993.860000000002	9218.880000000003	19034.070000000003	17.0	18144.13	14502.02	8724.450000000003	14316.900000000005	9112.270000000002	14480.940000000002	13608.180000000002	11634.280000000002	8414.11	4041.9599999999987	17727.05	6975.470000000002	13641.02	6261.690000000001	9636.930000000002	10763.640000000003	5677.740000000002	5814.390000000002	16172.02	14470.490000000005	10797.61	7783.910000000003	7923.06	10992.31	8555.750000000002	13602.67	6800.910000000003
GENTAMICIN-2-N-ACETYLTRANSFERASE-RXN	39.0	0.0	41.0	45.0	39.0	20.5	30.0	109.5	5.0	46.0	7.0	36.0	4.0	58.0	0.0	46.0	57.5	11.0	27.0	13.0	22.0	18.0	82.0	36.0	6.0	41.0	4.0	26.0	16.0	24.0	25.0	13.0	33.0	47.0	53.0	46.0	5.0	61.0	71.0	47.0	29.5	13.0
GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN	52.5	0.0	26.0	6.0	19.0	11.0	11.0	20.5	28.5	5.0	0.0	10.0	3.0	7.5	0.0	34.0	54.0	14.0	20.0	9.0	29.0	16.0	19.5	7.0	6.5	35.0	8.0	38.5	8.0	14.0	14.5	7.5	11.0	54.5	40.5	18.0	17.0	6.0	20.0	9.0	19.5	8.0
GENTISATE-12-DIOXYGENASE-RXN	648.1699999999997	0.0	398.59	594.74	275.67	294.17	326.42	561.48	399.99	294.83999999999986	36.03	280.78000000000003	263.32000000000005	395.5	0.0	1268.09	678.6600000000002	250.67	1233.0000000000002	218.5	379.58	320.33	498.6	259.84000000000003	90.17	1692.4899999999998	186.99	911.31	198.83	224.91	351.82	202.16000000000003	206.16	711.76	638.99	784.6800000000002	216.01	275.24	384.49	300.73	373.15	160.34
GERANOYL-COA-CARBOXYLASE-RXN	814.7	0.0	568.0	579.84	258.82000000000005	276.84000000000003	326.48	569.2	604.56	184.96	42.8	309.84	255.0	353.4600000000001	0.0	1336.92	892.1	336.84	1235.0	289.4600000000001	496.48	417.96	520.1800000000002	317.16	118.0	1674.74	282.5	568.0	222.5	257.34	370.56	244.66	238.34	908.9	1247.0	1003.66	328.0	207.8	323.5	245.14	502.34	168.34
GKI-RXN	35.84	0.0	12.03	16.17	12.17	26.840000000000003	16.189999999999998	72.01	64.35	27.67	8.0	40.17	58.34	14.67	0.0	37.68000000000001	22.010000000000005	31.020000000000003	25.340000000000003	7.34	13.34	6.34	34.18000000000001	25.67	17.17	18.350000000000005	74.35000000000002	32.02	9.01	4.84	27.68	12.02	11.34	25.0	26.70000000000001	33.52000000000001	34.85	34.67	47.68	34.68000000000001	25.69	10.84
GLCNACPTRANS-RXN	1283.3499999999995	4.0	830.6299999999999	4449.49	2823.830000000001	6695.64	2450.030000000001	5957.13	1741.4000000000005	730.38	1442.9500000000005	1830.49	2192.33	5868.940000000002	0.0	1988.78	1461.74	1018.6599999999997	1099.9400000000003	920.67	1129.46	1140.5099999999998	1520.9099999999994	1287.64	452.86	1220.3	853.4399999999997	762.08	675.1600000000002	1006.69	1295.7299999999998	657.7299999999998	714.2099999999998	2828.53	1513.2900000000006	1071.3199999999997	1035.41	1672.81	1920.98	1324.9499999999996	2453.140000000001	1575.32
GLU6PDEHYDROG-RXN	5524.960000000001	6.0	3785.930000000001	9366.4	5905.670000000001	10044.620000000004	6687.630000000001	11676.320000000003	6378.110000000002	3675.150000000001	1722.5600000000004	4622.490000000002	4555.770000000001	9461.8	0.0	8915.910000000002	6805.1100000000015	4081.72	7087.060000000001	4072.510000000001	7100.1500000000015	6369.280000000002	6483.47	4428.300000000001	1902.67	8843.45	3321.360000000001	7815.33	3565.090000000001	5373.180000000001	5745.590000000003	2952.100000000001	3288.7300000000014	7951.709999999999	7317.980000000002	4914.34	3791.74	4215.080000000001	5493.550000000001	4489.28	6902.300000000001	3520.34
GLUC1PADENYLTRANS-RXN	3559.3299999999995	4.0	2442.66	6979.46	4656.880000000001	8575.84	4874.8600000000015	9015.830000000004	4919.130000000001	2046.99	1573.51	3268.870000000001	3785.320000000001	7809.190000000001	3.0	5240.6399999999985	4701.719999999998	3132.6800000000007	3806.9600000000014	2662.67	4364.66	3731.610000000001	3879.400000000001	2970.4200000000005	1419.63	4463.760000000002	2696.66	3996.18	2336.4999999999995	3166.130000000001	3681.860000000001	1861.33	1948.0	5656.13	4440.930000000001	3307.49	2859.0199999999995	2794.41	3690.83	2798.820000000001	5009.950000000002	2726.3
GLUC1PURIDYLTRANS-RXN	4723.93	4.0	3244.4700000000007	4601.58	3047.87	3246.5200000000004	4313.870000000001	5539.910000000003	6150.630000000001	2669.9000000000005	264.05	2749.180000000001	2738.59	3502.260000000001	4.0	8060.280000000002	5634.2	3929.470000000001	5837.410000000002	3839.08	5514.35	5200.960000000001	4829.420000000001	3168.32	1859.9199999999994	7395.740000000002	2955.160000000001	5111.25	2671.140000000001	4132.130000000001	4658.42	2390.36	2443.300000000001	5324.9	5604.200000000003	4596.25	3571.9400000000005	2381.98	3444.4	2813.070000000001	4563.120000000001	1895.8900000000006
GLUCARDEHYDRA-RXN	733.43	0.0	525.5	809.6	432.99	436.36000000000007	465.45	874.96	566.95	515.0699999999998	63.85	472.68	328.14	547.9	0.0	1881.68	1084.0	431.0	1953.63	534.08	1174.54	1176.1699999999996	798.06	426.74	196.17	2769.51	265.13	764.32	590.9599999999998	910.78	556.6099999999999	368.83	368.16	844.37	949.47	702.84	284.14	473.74	729.15	570.0899999999998	589.8299999999998	252.68
GLUCDEHYDROG-RXN	1892.45	0.0	1506.45	1744.1900000000005	791.0000000000001	1064.8000000000004	1337.8000000000004	1919.48	2260.5200000000004	1147.33	111.19	1105.07	854.6799999999997	1190.1600000000005	4.0	3579.36	2650.97	1446.63	2858.17	1356.1	2206.7699999999995	1935.49	1819.94	1077.17	666.6800000000002	3612.06	965.58	2622.84	1150.6799999999996	2128.67	1344.11	799.1099999999999	901.35	2527.3	2449.02	2058.67	1128.7599999999998	874.1800000000002	1569.8200000000004	1178.84	1336.85	556.31
GLUCISOM-RXN	2173.100000000001	0.0	1509.2099999999996	2194.24	1596.0300000000002	1678.4	2214.15	2753.63	2976.4000000000005	1169.0100000000002	124.38	1385.05	1240.41	1846.81	3.0	3235.29	2904.15	1929.57	2859.79	1468.87	2450.78	2337.6799999999994	2163.640000000001	1484.37	919.86	3276.6400000000012	1528.19	3759.26	1137.11	1609.28	2003.93	1071.04	1038.04	2412.2799999999993	2808.950000000001	1987.48	1680.4	1202.39	1927.16	1488.12	2208.36	861.32
GLUCOKIN-RXN	8403.93	6.0	5867.380000000001	11582.58	7804.3	12090.46	9264.440000000004	14982.49	11446.390000000005	4673.1	1829.74	6012.580000000003	6433.010000000001	11398.490000000002	6.0	13098.790000000005	10779.69	7258.390000000002	9898.210000000003	5276.380000000001	8956.39	8498.320000000003	8472.080000000002	6002.970000000001	3363.0499999999993	12462.040000000005	6000.630000000003	11385.36	5034.04	7268.850000000001	8305.45	4022.910000000001	4269.280000000002	10877.270000000002	10167.170000000004	7734.08	6506.980000000002	5196.450000000002	7562.3499999999985	5929.880000000003	9889.64	4581.980000000001
GLUCONATE-2-DEHYDROGENASE-RXN	285.38	0.0	255.0	721.32	299.82000000000005	280.88	347.34	635.08	267.4	526.3	70.12	401.02	346.82	287.92	0.0	1845.84	1101.78	237.84	2116.26	491.98	975.68	1125.34	553.8199999999998	279.18	120.82	2714.76	82.11999999999998	1353.5	176.60000000000005	1049.3200000000004	415.58	255.0	277.0	331.22	1161.18	288.0	89.66	426.5	535.0	476.62	413.84	181.84
GLUCONATE-5-DEHYDROGENASE-RXN	2499.25	4.0	1588.37	2747.09	1762.39	1930.86	2652.63	3236.4200000000005	3195.49	1530.24	176.23000000000005	1601.63	1484.52	2154.4800000000005	4.0	3725.92	2690.25	2077.21	3035.8	1408.2600000000007	2007.09	1831.3400000000006	2576.4500000000007	1496.98	959.85	3763.24	1607.1	2444.84	1836.66	2430.350000000001	2327.6500000000005	1232.61	1204.02	2712.2200000000007	2655.7200000000007	2275.17	1741.46	1405.77	2007.1200000000006	1631.7000000000005	2582.600000000001	1076.86
GLUCONATE-DEHYDRATASE-RXN	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	5.0	9.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0
GLUCONOKIN-RXN	2627.600000000001	2.0	1735.0600000000004	2180.54	1308.0	1413.59	1734.98	2603.67	2098.8100000000004	1326.32	160.78000000000003	1396.5100000000002	999.58	1690.9299999999996	3.0	4441.250000000001	3348.4300000000007	1334.5200000000002	4019.13	1446.5700000000004	2791.4600000000005	2417.27	2409.140000000001	1413.9299999999996	588.84	5162.880000000001	1066.9999999999998	3591.26	1244.25	2216.7200000000007	1902.27	956.5199999999996	1138.1899999999996	2904.13	3545.8700000000013	2498.4300000000007	1212.16	1351.19	1976.26	1699.2900000000006	1880.4100000000005	776.73
