function	P10F2	P10F3	P10F4	P1F1	P1F2	P1F3	P1F4	P1F5	P2F3	P3F1	P3F2	P3F3	P3F4	P3F5	P4F1	P4F2	P4F3	P4F4	P4F5	P5F1	P5F2	P5F3	P5F4	P5F5	P6F1	P6F2	P6F3	P6F4	P7F1	P7F2	P7F3	P7F4	P7F5	P8F1	P8F2	P8F3	P8F4	P9F1	P9F2	P9F3	P9F4	P9F5
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	10630.770000000002	10.0	7176.130000000001	13383.919999999998	8872.800000000001	13360.010000000002	11065.000000000002	16864.550000000007	12502.96	5748.92	1979.0600000000006	7169.920000000003	7170.5700000000015	12904.680000000006	14.0	15901.81	12505.01	8041.090000000001	12130.910000000005	8149.050000000001	12782.93	11933.240000000002	10634.79	7381.55	3597.86	15669.480000000005	6530.370000000001	11204.48	5876.18	9149.920000000002	9750.72	5040.219999999998	5352.310000000001	13270.97	13114.710000000005	10043.3	7154.290000000001	6376.780000000002	8933.400000000001	7309.589999999998	11474.41	5340.260000000001
1.1.1.136-RXN	1047.8399999999997	2.0	737.3699999999999	1067.71	682.57	729.4100000000003	903.5599999999997	1242.81	1686.6900000000005	606.1999999999998	27.42	569.0899999999998	681.1700000000002	719.8400000000001	0.0	1577.2800000000002	1263.87	1157.4700000000005	903.2499999999997	609.5999999999998	885.9399999999998	729.21	1057.0199999999998	665.7100000000003	503.34999999999985	1197.86	872.3999999999997	996.09	792.45	994.4899999999997	1044.41	487.54000000000013	607.3799999999999	1131.3599999999994	1097.9199999999996	1019.3199999999997	945.4799999999997	425.73	739.12	540.5699999999998	1086.35	398.7
1.1.1.145-RXN	29.0	0.0	27.0	40.0	30.0	15.5	26.0	92.5	5.0	48.0	7.0	24.0	2.0	46.0	0.0	31.0	39.5	11.0	16.0	6.0	6.0	7.0	73.0	37.0	6.0	30.0	4.0	7.0	16.0	18.0	16.0	5.0	36.0	20.0	19.0	35.0	5.0	47.0	46.0	33.0	26.5	11.0
1.1.1.170-RXN	2.0	0.0	5.0	14.0	2.0	3.0	0.0	5.0	2.0	0.0	0.0	0.0	2.0	6.0	0.0	5.0	2.0	9.0	8.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	23.0	11.0	9.0	5.0	0.0	0.0	0.0	3.0	0.0
1.1.1.215-RXN	582.1	2.0	378.75	844.35	422.07000000000016	488.19	671.61	1013.87	436.73	521.15	102.36	615.22	298.25	613.64	0.0	1642.59	879.21	273.25	1856.63	390.24	612.9399999999998	624.03	660.77	344.82	140.5	2480.28	205.88	687.16	313.48	495.34	568.57	333.41	308.8300000000001	533.95	1100.9699999999998	577.6700000000002	169.8	539.99	771.52	659.33	626.75	284.13
1.1.1.251-RXN	30.0	0.0	26.0	12.0	7.0	6.0	9.4	12.8	1.4	0.0	2.4	10.4	0.0	7.0	0.0	249.0	121.0	5.0	231.0	6.0	20.4	23.0	2.8	1.8	4.0	235.0	2.8	7.0	3.0	0.0	4.0	9.0	8.0	51.0	92.6	4.0	0.6	14.6	29.2	14.4	8.0	6.0
1.1.1.252-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
1.1.1.253-RXN	1243.9399999999996	0.0	876.2999999999997	1112.42	733.7700000000002	808.94	1031.88	1344.7799999999995	2045.6400000000006	656.3399999999998	18.0	580.53	743.21	787.95	0.0	1701.7800000000002	1497.17	1358.22	1052.73	776.02	1482.5299999999993	1227.5299999999995	1125.69	764.3500000000001	656.51	1272.2200000000005	794.71	1008.02	943.03	1092.3599999999997	1281.7999999999995	655.7700000000002	631.21	1276.5299999999993	1244.0099999999995	1176.6599999999996	1158.8	415.37	772.43	514.2800000000002	1123.1	480.52
1.1.1.261-RXN	94.67	0.0	58.67	83.45	93.51	104.18	114.19	173.98000000000005	142.91000000000003	49.27	5.92	53.06	117.56	88.64	0.0	113.17	96.27	101.86	91.86	51.68000000000001	60.33	76.67	71.33	63.01000000000001	48.18	92.73	175.87	56.91	64.68	68.61999999999999	122.86	53.01000000000001	33.68000000000001	69.68	100.68	93.48	76.52000000000002	50.95	115.71	51.84000000000001	136.83	56.69000000000001
1.1.1.264-RXN	414.5	0.0	354.0	781.5	307.0	349.5	424.5	615.5	528.0	403.5	30.0	335.0	189.0	334.0	0.0	790.0	527.0	263.5	549.5	368.5	470.0	384.0	552.0	276.5	130.0	633.0	193.0	663.5	254.5	467.5	383.5	258.0	235.0	591.5	450.0	409.5	246.5	338.5	288.5	280.0	450.5	202.0
1.1.1.271-RXN	3246.17	2.0	2179.21	6762.62	4536.52	8555.66	4748.200000000002	8567.990000000002	4752.3	1809.6900000000005	1597.59	3266.550000000001	3751.17	7650.130000000001	3.0	4749.3499999999985	3806.68	2934.4000000000005	3418.34	2245.2000000000007	3673.1900000000014	3589.01	3679.54	2745.21	1375.34	4007.46	2625.2	3684.37	1871.21	2722.68	3574.530000000001	1813.1	1892.36	4981.370000000001	3579.750000000002	3089.6699999999987	2752.31	2747.32	3571.91	2763.0199999999995	5123.34	2715.82
1.1.1.289-RXN	4.0	0.0	3.0	16.5	2.5	9.75	10.75	20.25	0.75	15.25	1.0	5.75	2.5	9.25	0.0	6.75	6.25	0.0	5.75	12.0	11.25	5.0	21.25	10.25	0.0	16.25	4.0	9.0	1.5	14.5	7.25	2.5	9.5	4.5	10.5	1.25	1.75	5.0	3.0	1.0	7.75	5.0
1.1.1.291-RXN	0.0	0.0	3.67	1.67	0.0	0.67	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	0.0
1.1.1.292-RXN	53.0	0.0	23.0	24.0	18.0	42.0	21.0	36.5	22.0	24.0	0.0	21.5	14.5	17.5	0.0	70.5	33.0	7.0	61.0	47.5	76.0	69.0	55.0	34.5	3.0	87.0	18.0	127.67	20.0	25.5	19.0	9.0	20.0	80.5	53.5	36.0	10.0	20.0	21.0	18.0	24.0	8.0
1.1.1.34-RXN	54.67	0.0	42.0	60.0	65.5	69.17	96.5	104.5	43.5	25.67	2.5	41.0	49.17	54.67	0.0	31.840000000000003	94.33	38.0	30.5	46.67	116.33	83.67	47.5	31.5	15.0	53.17	70.0	30.5	48.0	62.5	79.01	49.67	30.0	60.5	71.17	12.5	19.0	36.5	61.17	41.83	89.5	35.67
1.1.1.39-RXN	1253.26	4.0	950.4399999999997	4561.58	2954.4400000000005	6825.49	2569.4700000000007	6341.93	1436.3300000000006	820.41	1434.3700000000006	1802.4800000000007	2219.2200000000007	5905.55	0.0	1951.61	1834.04	899.1700000000002	1173.9500000000005	959.98	1161.1400000000006	1201.41	1576.3699999999994	1311.13	414.5	1484.7000000000005	885.4199999999997	707.41	699.6400000000001	1019.9099999999997	1430.65	695.3499999999998	820.8599999999997	2917.51	1639.09	1130.49	930.98	1662.7400000000007	1846.0	1366.0300000000004	2579.0	1632.2300000000002
1.1.1.43-RXN	59.6	0.0	25.0	7.25	10.9	18.25	11.5	11.1	28.28	8.9	0.4	14.0	28.25	18.65	0.0	246.63	73.55	44.0	356.5	40.9	90.4	121.9	11.5	8.0	10.0	571.87	18.5	15.5	10.5	9.75	18.2	7.0	1.0	23.45	34.5	158.0	19.0	8.65	29.75	22.4	22.25	9.75
1.1.1.51-RXN	228.5	0.0	120.75	155.75	61.17	77.0	91.08	167.25	128.82999999999998	46.0	10.0	109.0	151.5	141.0	0.0	407.58	199.5	82.67	527.0	63.5	193.75	115.67	66.5	47.25	23.0	783.67	75.0	97.0	50.0	45.25	63.0	48.5	51.0	165.75	211.0	294.0	73.5	82.25	149.5	113.25	164.67	54.17
1.1.1.53-RXN	292.83	0.0	255.34	306.67	210.0	172.5	271.0	586.66	152.41	374.5	33.66	205.66	90.32	312.32	0.0	409.01	450.82	105.33	256.16	235.66	373.16	281.34000000000003	511.16	311.8300000000001	39.0	395.49	84.0	551.1600000000002	154.0	257.65000000000003	205.66	126.0	240.0	358.5	411.16	234.84	82.75	303.48	372.84	291.65	221.49	86.0
1.1.1.8-RXN	16.0	0.0	12.0	5.0	0.0	8.0	12.0	2.0	7.0	2.0	0.0	2.0	5.0	2.0	0.0	14.0	3.0	21.0	2.0	3.0	10.0	0.0	10.0	0.0	9.0	4.0	3.0	7.0	0.0	5.0	2.0	2.0	0.0	16.0	14.0	7.0	7.0	0.0	2.0	2.0	12.0	6.0
1.1.1.83-RXN	1518.88	2.0	1015.37	1698.9	871.16	1029.12	1440.9	1916.38	1468.0300000000002	960.47	150.82	1133.21	780.58	1324.5299999999995	4.0	3605.99	1909.28	957.8499999999997	3198.38	1087.9899999999998	2020.4600000000007	1739.2300000000002	1852.23	998.24	391.5	4342.240000000002	679.07	1421.16	782.9000000000002	1257.4199999999996	1316.15	841.51	790.0	1610.9800000000002	1854.8400000000006	1581.2	729.6600000000002	1023.78	1398.04	1247.26	1473.2600000000002	620.44
1.1.3.41-RXN	231.5	0.0	206.5	387.67	134.0	173.32999999999996	144.32999999999996	393.0	111.0	274.67	12.2	203.27	59.0	236.67	0.0	437.0	404.51	90.0	308.8400000000001	172.0	279.83	303.5	386.0	212.0	21.0	421.0	120.67	297.25	394.67	600.0	199.17	92.5	211.0	352.17	427.0	193.83	35.0	191.67	317.1	261.83	195.34	77.0
1.1.99.25-RXN	147.1	0.0	122.0	84.5	57.24	52.6	76.16	117.95	32.78	36.15	18.4	84.85	64.5	66.80000000000001	0.0	521.89	294.9	51.59	591.51	196.9	292.75	333.09	82.75	47.75	19.0	747.22	34.15	336.0	42.55	166.0	63.95	49.0	39.0	165.2	480.75	121.5	3.0	89.5	138.75	93.4	69.34	32.34
1.1.99.28-RXN	140.33000000000004	0.0	99.7	119.84	62.0	82.67	80.52000000000002	100.01	99.6	67.17	6.0	90.17	40.67	57.84	0.0	129.18	152.51	47.52	112.34	75.34	136.67000000000002	107.34	96.18	84.84	25.67	74.85000000000002	53.68000000000001	87.02	32.18	105.68	65.01	46.35000000000001	49.34	151.17	228.53999999999996	125.35	42.93	48.01000000000001	100.34	76.34	76.36000000000001	39.17
1.10.2.2-RXN	2712.61	2.0	1770.0	2430.08	1661.4900000000002	1778.4400000000005	2402.0	2994.25	3006.95	1415.3200000000004	186.23	1606.09	1424.3399999999995	1979.31	4.0	4314.37	2846.1600000000008	1930.5	3325.59	2129.07	3650.0	3193.89	2810.1900000000005	1803.26	897.83	4255.94	1341.9899999999998	3074.83	1480.3200000000004	2418.0	2777.19	1529.2999999999995	1340.5	2893.05	3159.59	2389.59	1732.16	1391.5699999999995	2008.38	1700.2999999999995	2438.88	1080.27
1.11.1.15-RXN	14526.96	18.0	10089.270000000002	25292.19	17434.25	29655.109999999986	20010.15	32949.329999999994	20485.099999999995	8021.010000000001	5091.51	12664.340000000002	14119.580000000005	27245.23999999998	14.0	23073.329999999994	17839.349999999995	13263.16	17112.480000000007	11605.670000000002	18526.26	17908.540000000008	15377.74	11277.889999999998	6147.02	21453.129999999994	11212.250000000002	15328.080000000002	8271.910000000002	11156.95	15777.600000000002	8222.17	7899.830000000001	20407.18999999999	17892.080000000005	14246.659999999998	11946.79	10557.59	14617.68	11324.41	20503.43	10378.14
1.12.1.3-RXN	412.78	0.0	354.46	1815.86	1507.93	1919.14	2431.85	2540.44	2235.47	717.5	109.6	1100.36	1372.67	1427.5600000000004	0.0	1746.32	759.4999999999999	1349.51	295.9600000000001	862.78	807.18	1040.7599999999998	1348.26	1011.78	550.6700000000002	629.5999999999998	1891.51	351.31	850.22	759.1800000000002	2209.85	1073.9	714.85	601.6400000000001	601.2800000000002	181.14	1165.2199999999998	683.36	1220.85	817.67	2531.06	949.67
1.12.5.1-RXN	10.0	0.0	18.0	6.0	21.32	19.32	17.32	20.68	31.36	0.0	0.0	0.0	7.0	14.66	0.0	16.0	6.0	22.32	10.0	14.0	10.0	15.0	10.0	15.0	12.0	6.0	16.68	12.0	0.0	0.0	20.0	6.82	4.0	16.68	12.0	18.0	32.64	14.0	12.32	12.68	23.32	5.36
1.13.11.14-RXN	60.67	0.0	43.84	30.33	43.84	44.84	32.84	54.51000000000001	21.0	27.0	4.83	33.33	57.99	55.83	0.0	289.67	67.33	19.0	362.16	130.33	283.8300000000001	103.5	73.99	73.33	2.83	583.83	33.83	15.66	39.5	45.99	59.83	25.0	25.0	61.33	52.83	166.84	19.0	45.66	41.0	48.49	53.16	20.67
1.13.11.15-RXN	76.27	0.0	37.0	110.58	58.07	63.42	45.87	103.67	40.15	51.4	13.43	73.53	60.58	80.98	0.0	437.3	199.17	24.0	392.13	134.57	192.77	210.9	116.73	87.07000000000002	11.83	470.24	14.23	86.5	44.0	126.08	72.62	34.0	39.5	69.78	150.97	70.0	10.09	48.95	120.35	90.93	66.75	33.25
1.13.11.16-RXN	165.67	0.0	143.0	99.89	103.51	75.51	104.37	202.33	139.37	89.0	16.25	102.14	113.34	121.38	0.0	680.37	286.17	108.0	696.88	112.34	143.04	170.67000000000004	146.23000000000005	76.4	42.33	946.75	58.06999999999999	223.83	73.49	47.66	59.42	37.0	78.0	169.83	173.64	297.3400000000001	75.13	111.8	158.93	96.36	116.66	54.17
1.13.11.25-RXN	165.0	0.0	130.0	208.0	113.67	88.5	138.32999999999998	317.5	38.33	258.0	27.0	148.0	115.0	202.0	0.0	468.83	232.5	48.17	515.5	105.0	206.0	152.17	257.0	175.0	16.0	837.67	46.0	130.0	100.0	161.0	97.0	64.0	142.0	147.0	199.0	223.0	32.0	179.0	249.0	191.0	162.67	53.17
1.13.11.38-RXN	1.0	0.0	1.0	0.0	0.0	1.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0
1.13.11.41-RXN	16.35	0.0	23.0	31.5	23.57	30.5	39.58	57.1	15.95	8.9	2.4	36.0	15.25	56.15	0.0	38.8	18.4	12.17	13.0	14.9	54.25	21.67	22.5	15.0	5.0	31.8	13.5	37.0	11.9	20.75	18.2	21.0	8.0	25.2	25.25	14.0	6.0	27.25	49.75	51.0	27.42	10.92
1.13.11.46-RXN	0.0	0.0	3.0	2.21	0.0	0.0	0.0	7.44	0.22	0.0	1.52	3.24	0.22	1.54	0.0	9.83	9.27	0.0	0.67	0.0	0.5	0.0	0.0	0.0	0.0	4.22	0.67	1.25	2.0	2.44	0.0	0.0	0.0	6.0	14.0	3.0	0.0	9.44	4.88	1.98	0.33	0.0
1.13.11.49-RXN	1332.8699999999994	0.0	982.8599999999997	1253.62	861.52	855.3599999999999	1068.48	1632.2999999999995	2237.1800000000007	751.84	36.42	646.24	715.42	931.48	0.0	1836.19	1628.1	1395.5299999999993	1181.5600000000004	516.51	713.68	648.9100000000002	1285.0099999999998	846.0199999999999	706.1800000000002	1418.26	919.5399999999997	1084.91	946.19	1156.1299999999997	1152.2099999999996	481.69000000000005	673.5399999999997	1380.3599999999994	1476.7199999999998	1334.8100000000004	1280.37	593.9699999999998	965.0999999999997	715.0199999999999	1213.9300000000005	460.35
1.13.11.6-RXN	209.42	0.0	137.92000000000002	192.92	121.92	136.25	181.0	268.75	252.92	71.67	20.0	118.34	54.0	186.42	0.0	276.84000000000003	312.59	116.0	325.5100000000001	109.67	181.5	196.17	118.0	89.5	75.0	316.84	29.84	599.25	60.0	92.17	124.76	52.42	51.0	163.34	289.67	195.50000000000003	82.5	79.0	184.17	117.33	153.0	57.67
1.13.11.9-RXN	212.17	0.0	152.5	416.66	135.0	140.26	163.59	313.42	215.75	174.09	25.83	172.59	120.17	221.08	0.0	506.92	325.25	103.67	390.75	172.85	240.42	215.34	270.74	102.42	42.17	499.24	94.33	358.82	63.16	229.83	150.07999999999996	105.5	114.16	263.67	225.17	264.59000000000003	111.09	167.5	193.84	164.49	284.75	114.01
1.14.11.1-RXN	123.6	0.0	51.0	82.36	29.57	29.92	29.17	34.54	37.5	60.9	1.82	36.04	54.47	20.09	0.0	514.63	109.92	33.0	667.5	35.4	29.0	51.5	49.0	21.5	9.0	1082.69	38.5	214.5	23.9	6.69	20.2	14.0	23.0	67.45	94.5	319.0	28.0	36.69	45.63	37.33	44.58	21.42
1.14.11.18-RXN	311.31	0.0	185.5	256.66	126.0	108.48	142.84	181.46	194.0	170.17000000000004	15.83	140.0	165.5	164.83	0.0	540.0	285.26	133.0	530.0	124.01	234.17	313.5	240.16	129.67000000000002	59.5	681.6600000000002	81.83	152.16	139.32999999999998	124.83	151.99999999999997	87.5	121.83	334.0	375.67	350.67	99.67	131.5	189.67	143.95	189.62	74.67
1.14.11.2-RXN	633.4999999999999	2.0	489.84	619.8199999999998	447.59	497.93	645.2100000000003	927.43	464.5	329.17	77.66	545.6700000000002	284.41	595.4900000000001	0.0	1525.84	1079.66	284.33	1530.16	447.51	830.67	834.38	612.6499999999999	387.17	123.0	2024.15	240.66	882.9799999999998	301.66	394.33	490.99	337.33	248.16	810.5	931.0	600.6800000000002	193.59	470.66	759.22	608.65	598.24	245.01
1.14.12.1-RXN	245.4	0.0	120.68	430.29	201.33	249.96	250.62	377.83	124.31	316.06	20.1	234.06	129.63	325.85	0.0	1069.5	300.85	65.34	1211.07	195.84	319.27	348.3400000000001	324.36	191.27	47.31	1986.48	105.3	203.3	88.78999999999998	131.62	159.66	94.5	198.99	181.21	181.02	431.94	57.76000000000001	267.82	312.51	241.61	256.4	171.85
1.14.12.15-RXN	13.17	0.0	0.5	6.33	14.51	11.17	5.83	12.67	1.0	5.5	0.83	5.83	1.33	9.83	0.0	27.33	5.33	0.34	25.0	16.67	24.67	32.84	9.83	4.17	0.83	39.33	0.83	1.5	0.5	3.33	4.17	1.0	4.0	0.83	0.67	3.0	0.0	6.5	8.5	5.83	9.84	8.34
1.14.12.18-RXN	9.84	0.0	3.0	10.66	10.34	14.34	8.34	29.84	12.0	12.5	1.66	19.16	3.66	15.66	0.0	63.66	15.66	3.0	60.5	1.34	2.84	1.0	21.16	15.84	7.66	85.16	7.66	6.5	4.0	4.66	4.34	2.0	14.0	11.16	15.84	11.5	0.0	21.5	19.5	14.66	9.0	12.0
1.14.13.10-RXN	4.0	0.0	7.0	6.0	10.0	0.0	3.0	19.0	0.0	14.0	5.0	7.0	0.0	10.0	0.0	4.0	8.0	2.0	0.0	2.0	0.0	2.0	19.0	14.0	2.0	6.0	0.0	0.0	6.0	0.0	1.0	2.0	10.0	7.0	8.0	0.0	0.0	17.0	15.0	13.0	3.0	2.0
1.14.13.59-RXN	208.18	0.0	179.83999999999997	226.64	166.0	160.93	209.37	271.85	173.05	84.07	26.35	186.05	94.38	177.71	0.0	451.96	461.1	119.42	488.26	215.67	315.67999999999995	304.42	226.29	133.92000000000002	43.49	586.34	132.09	1482.42	106.75	142.36	195.36	112.16	83.5	323.51	406.52	298.67	118.95	145.32	220.67	179.23999999999995	240.83	76.54
1.14.13.70-RXN	51.81999999999999	0.0	47.67	91.83	74.5	65.66	88.16	167.00000000000003	26.17	69.67	7.0	70.33	30.17	105.66	0.0	64.0	69.5	34.0	34.33	39.5	83.0	52.67	135.66	70.33	12.0	51.33	29.160000000000004	9.0	36.5	55.67	67.33	43.31999999999999	50.33	60.0	55.67	55.5	23.0	86.0	105.82	83.83	83.33	31.83
1.14.13.84-RXN	154.17000000000004	0.0	142.76	187.75000000000003	115.67	114.67	149.42000000000004	283.92999999999995	145.0	194.0	21.83	121.0	56.32	174.83	0.0	362.59	256.5	72.0	184.49	103.16	163.91	123.67	294.32	173.91	26.83	284.83	84.83	281.99	70.5	110.57	114.16	82.0	132.0	193.58	191.66	172.51	86.0	172.24	208.0	171.07000000000005	135.66	67.0
1.14.18.2-RXN	1.0	0.0	6.0	2.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	2.0	4.0	1.0	0.0	2.0	2.0	0.0	5.0	12.0	11.0	3.0	0.0	3.0	0.0	5.0	0.0	0.0	4.0	7.0	11.0	5.0	0.0	4.0	4.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0
1.14.19.1-RXN	4667.29	6.0	3330.48	10518.47	6385.400000000002	14161.8	5924.410000000003	13397.800000000005	5319.030000000002	2116.21	3009.3	4589.230000000001	5260.800000000002	12857.120000000004	7.0	6273.620000000003	5596.11	3362.8	5037.000000000001	2535.2000000000007	4554.43	4186.1	4048.41	3155.4600000000005	1610.54	5757.140000000002	2442.1600000000008	7009.410000000003	2091.59	2838.58	3717.1700000000014	1866.14	2153.11	8118.48	5331.050000000002	4593.92	3210.99	3996.7100000000014	4919.000000000001	3720.03	6223.92	3778.2500000000014
1.14.19.3-RXN	1436.8499999999995	0.0	901.78	788.4300000000002	714.76	649.0200000000002	949.28	1245.8599999999994	847.4399999999997	532.26	74.2	655.97	397.42	807.7399999999999	0.0	1304.02	1922.35	427.27	1373.53	523.51	1193.7400000000002	995.16	980.43	614.9200000000002	207.67	1436.2699999999998	514.51	2980.7700000000004	333.42999999999995	545.4300000000002	685.36	417.94	456.34	1495.5200000000002	1987.1200000000006	1254.6799999999996	371.35	579.99	924.28	771.6399999999999	966.36	353.76
1.15.1.2-RXN	119.31	0.0	90.57	341.0900000000001	344.96	405.4	515.6700000000002	554.46	508.58	155.41	19.15	218.84	260.17	351.3900000000001	0.0	197.91	247.09	344.5	86.66000000000003	278.99	281.5100000000001	272.35	392.55	297.15	145.57999999999996	170.81	400.75000000000006	113.17	159.26	229.66	473.67	250.84	163.09	130.32999999999998	142.74	77.99	305.83	131.26	229.26	165.67	501.27	221.26
1.17.1.1-RXN	1376.5100000000002	2.0	873.34	1204.3200000000004	968.34	963.42	1502.6899999999996	1580.41	1642.13	616.7399999999999	84.39	832.3299999999998	786.86	1175.13	4.0	2313.95	1687.9	1104.5000000000002	2356.84	1431.74	2239.01	2324.57	1215.1	780.2800000000002	543.6700000000002	3214.2	650.51	1965.81	635.81	720.59	1215.6999999999996	702.0	548.8399999999998	1427.87	1802.95	1380.69	902.0	676.99	1045.48	810.67	1425.52	647.45
1.17.4.2-RXN	509.48	2.0	431.24	706.7	663.3599999999999	773.46	970.0399999999997	1030.89	1158.0700000000004	229.89	30.43	339.1400000000001	557.34	620.9699999999998	0.0	1070.5500000000004	1057.77	770.5799999999998	776.8699999999999	1634.88	1416.52	1918.22	575.5600000000002	387.63	355.67999999999995	1006.73	780.15	555.58	320.38	495.92	718.41	371.2600000000001	275.51000000000005	574.45	881.12	600.66	671.5900000000001	273.58	518.94	328.55	921.66	425.82
1.17.5.1-RXN	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.17.99.1-RXN	87.94	0.0	76.17	279.41	129.32999999999998	163.95	209.17	267.75	96.0	163.5	22.83	175.5	117.16	265.0	0.0	318.67	153.92000000000004	41.5	216.66	86.34	288.4	170.07	194.99	134.17000000000002	34.5	302.8900000000001	77.66	132.49	55.43	107.0	116.49	82.83	123.83	90.5	170.84	51.84	41.5	185.9	266.83000000000004	231.3	186.41	91.5
1.18.1.2-RXN	4043.3300000000013	4.0	2870.720000000001	8078.719999999998	5298.890000000001	9359.98	6220.320000000002	10465.510000000002	5553.300000000001	2626.13	1723.9900000000002	4195.460000000001	4360.700000000002	8742.17	8.0	7160.790000000001	4964.81	3436.390000000001	4928.6	3639.4800000000014	4731.780000000002	5027.930000000001	4969.43	3400.6000000000013	1498.9299999999996	6242.86	3159.320000000001	4194.49	2135.61	3395.1800000000007	4647.540000000001	2423.04	2443.300000000001	6155.93	5111.310000000001	3648.43	3152.740000000001	3608.5200000000013	4682.930000000001	3619.820000000001	6178.620000000001	3171.3
1.2.1.2-RXN	7316.6	6.0	4760.780000000002	7090.74	4764.959999999999	5179.510000000002	6984.320000000002	8765.69	8837.41	4187.9	567.41	4733.3200000000015	4347.3600000000015	5760.669999999999	12.0	13347.77	8605.19	5677.09	10352.830000000002	6112.839999999998	9402.65	8889.04	7943.630000000001	4799.3499999999985	2506.580000000001	13325.21	4365.240000000002	5625.360000000002	4130.530000000002	7775.710000000001	7018.540000000001	3831.8100000000013	3793.950000000001	8083.810000000001	8622.100000000002	7311.22	5096.85	4121.8600000000015	5999.690000000001	5029.510000000001	7130.080000000003	3112.85
1.2.1.27-RXN	3609.58	4.0	2533.1	6562.119999999999	4048.49	8077.290000000003	4226.379999999999	8540.910000000002	3277.75	2099.4600000000005	1651.7000000000005	3275.65	3371.410000000001	7635.72	4.0	6799.1100000000015	4234.58	2242.92	5528.490000000002	2689.89	4252.16	3902.23	3982.570000000001	2750.54	933.49	7472.17	1688.1600000000005	3417.4	2112.140000000001	3484.3700000000013	3396.180000000001	1750.0900000000006	1877.6900000000005	5632.02	4815.810000000001	3629.84	2008.02	3044.86	3669.83	3023.0400000000004	4568.37	2484.9000000000005
1.2.1.32-RXN	378.84	0.0	254.17	253.33	240.33999999999997	218.01	261.83000000000004	447.51	286.5	211.67	39.83	234.33	174.33000000000004	258.5	0.0	701.1699999999997	501.5	149.67000000000004	798.1700000000002	180.67	389.5	296.17	254.33	235.0	86.83	1070.17	118.0	401.08	129.5	216.83000000000004	180.01	174.0	157.17000000000004	294.5	644.67	412.83	110.0	216.33	412.67	276.99	265.5	97.84
1.2.1.45-RXN	222.5	0.0	154.92000000000004	157.25	149.59	173.75	182.66000000000003	240.89	105.5	108.33	19.5	162.17	90.08	178.33	0.0	503.92	326.0	73.17	553.3299999999998	135.66	362.25	273.99999999999994	242.28	150.35000000000005	26.0	829.33	88.5	157.32999999999996	145.0	170.25	226.66000000000003	155.83	103.0	237.25	259.83000000000004	132.67000000000002	52.0	124.08	197.22	164.57999999999996	190.0	91.17
1.2.1.58-RXN	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.66-RXN	216.5	0.0	165.0	161.45	110.0	95.83	134.32999999999998	265.94000000000005	40.22	149.0	7.42	83.38	20.22	139.11	0.0	178.49999999999997	216.78	56.0	119.67	58.0	91.0	82.34	224.0	157.5	23.0	150.55	20.67	50.25	72.0	116.44	114.0	68.0	107.0	226.0	322.5	126.5	60.0	126.44	149.88	123.33	120.84	41.0
1.2.1.9-RXN	236.35	0.0	159.17000000000004	151.93	151.58	162.82	208.28	224.26	329.62	64.7	11.15	94.26	102.34	154.15	0.0	424.12	335.1500000000001	194.25	515.76	121.57	164.16000000000003	207.03	100.92	68.22999999999999	79.75	771.3799999999999	111.93	93.58	39.03999999999999	78.4	129.35000000000002	52.75	27.92	167.04	536.1700000000002	392.17	139.32999999999998	67.9	107.46	96.65	204.33	88.92
