OTU ID	P1F5	P2F3	P1F1	P1F4	P4F2	P10F2	P1F3	P1F2	P3F5	P4F3	P10F4	P5F4	P9F4	P8F2	P8F1	P3F1	P3F3	P3F4	P7F3	P6F2	P4F4	P9F2	P5F5	P10F3	P3F2	P7F2	P5F2	P4F5	P8F3	P5F3	P6F3	P9F3	P8F4	P4F1	P9F1	P7F4	P7F1	P6F4	P5F1	P7F5	P9F5	P6F1
9d1687e9ed42e3dec28d0ecc5baa2eb8	26.0	17.0	32.0	30.0	3.0	5.0	21.0	12.0	13.0	0.0	4.0	13.0	34.0	2.0	1.0	4.0	19.0	5.0	26.0	4.0	5.0	4.0	10.0	0.0	2.0	10.0	0.0	0.0	0.0	2.0	22.0	5.0	20.0	0.0	7.0	9.0	6.0	14.0	1.0	0.0	21.0	2.0
b190bff19416925dffe3a6fef8890d25	25.0	11.0	19.0	22.0	1.0	4.0	10.0	14.0	9.0	1.0	2.0	6.0	17.0	2.0	3.0	11.0	2.0	15.0	6.0	3.0	9.0	5.0	3.0	0.0	0.0	5.0	5.0	3.0	0.0	8.0	12.0	4.0	6.0	0.0	0.0	6.0	9.0	4.0	7.0	2.0	11.0	2.0
0f7dff2bd7d72b8ff54748940d3592c8	25.0	69.0	13.0	16.0	34.0	52.0	13.0	16.0	17.0	25.0	26.0	13.0	48.0	23.0	37.0	0.0	22.0	48.0	21.0	37.0	47.0	25.0	13.0	0.0	8.0	4.0	8.0	17.0	49.0	7.0	46.0	14.0	39.0	0.0	32.0	6.0	4.0	18.0	14.0	4.0	18.0	27.0
1c0664ca4d17f28d433fd3608f1d34c0	25.0	0.0	6.0	9.0	0.0	0.0	15.0	9.0	5.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
5693b9d3d23479cb3f909ae5ad8be5ba	24.0	24.0	9.0	19.0	0.0	4.0	22.0	8.0	10.0	0.0	0.0	8.0	14.0	0.0	0.0	2.0	9.0	6.0	4.0	0.0	21.0	7.0	3.0	0.0	0.0	4.0	6.0	0.0	0.0	2.0	16.0	3.0	13.0	0.0	5.0	2.0	0.0	4.0	0.0	3.0	3.0	2.0
b153c92f48585a60180eb6629e9188dd	24.0	0.0	34.0	6.0	1.0	0.0	6.0	3.0	28.0	0.0	0.0	16.0	2.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	2.0	9.0	2.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	5.0	8.0	0.0	11.0	0.0	0.0
7adda219969b8d89bbbcd26bfd917b1b	24.0	0.0	17.0	32.0	10.0	4.0	24.0	18.0	26.0	0.0	2.0	6.0	31.0	2.0	2.0	2.0	6.0	14.0	6.0	2.0	0.0	4.0	5.0	0.0	0.0	9.0	5.0	0.0	4.0	0.0	36.0	4.0	0.0	0.0	2.0	4.0	3.0	3.0	3.0	10.0	11.0	3.0
1133c61008e1e145ef0f119b940a3f88	24.0	46.0	27.0	17.0	3.0	16.0	21.0	25.0	10.0	8.0	9.0	11.0	39.0	15.0	16.0	0.0	4.0	9.0	16.0	3.0	41.0	5.0	10.0	0.0	2.0	7.0	7.0	11.0	16.0	0.0	14.0	4.0	22.0	0.0	5.0	8.0	10.0	18.0	5.0	6.0	16.0	14.0
14c577511e464d340fce247438b84bd3	24.0	5.0	70.0	19.0	13.0	0.0	14.0	11.0	5.0	9.0	0.0	29.0	13.0	0.0	0.0	56.0	15.0	0.0	5.0	11.0	0.0	5.0	14.0	0.0	1.0	4.0	3.0	21.0	0.0	7.0	0.0	19.0	2.0	0.0	28.0	4.0	6.0	24.0	9.0	22.0	8.0	3.0
bfe2ff59df637b875b6295646fe439ff	24.0	4.0	52.0	5.0	16.0	17.0	5.0	6.0	24.0	19.0	10.0	9.0	15.0	19.0	24.0	9.0	3.0	8.0	7.0	22.0	12.0	8.0	2.0	0.0	0.0	4.0	0.0	17.0	19.0	7.0	8.0	0.0	5.0	0.0	5.0	4.0	0.0	0.0	3.0	3.0	10.0	0.0
af69071aa9231b7be650d79bfa807549	24.0	3.0	19.0	33.0	9.0	5.0	19.0	15.0	8.0	9.0	9.0	34.0	37.0	8.0	20.0	20.0	30.0	10.0	55.0	8.0	3.0	21.0	16.0	0.0	2.0	27.0	30.0	7.0	4.0	20.0	8.0	24.0	2.0	0.0	16.0	31.0	38.0	2.0	19.0	9.0	17.0	0.0
81096724381585733200aa50f7a3a52f	23.0	18.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	4.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0
0834f1774085734fd02d3c6332d22435	23.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b055e288728b5dcc440b91e0f928035b	23.0	0.0	13.0	6.0	0.0	2.0	3.0	2.0	5.0	0.0	0.0	22.0	3.0	3.0	0.0	19.0	2.0	0.0	2.0	2.0	0.0	11.0	11.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	15.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0
76a11fe7129e5ba00a096080c1ffdaac	22.0	0.0	10.0	7.0	8.0	0.0	6.0	4.0	11.0	0.0	0.0	7.0	5.0	0.0	0.0	3.0	9.0	0.0	6.0	0.0	0.0	14.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
d58ef4ef3bec9bb461399fbb0c4fc809	22.0	14.0	33.0	12.0	37.0	20.0	16.0	13.0	15.0	30.0	19.0	13.0	15.0	23.0	24.0	7.0	8.0	8.0	11.0	29.0	3.0	8.0	4.0	0.0	0.0	9.0	8.0	20.0	17.0	3.0	13.0	14.0	2.0	0.0	8.0	4.0	9.0	12.0	8.0	2.0	6.0	2.0
7f7a9a4c624f7eb5ba0081e6c299c917	22.0	4.0	26.0	12.0	33.0	6.0	13.0	14.0	15.0	13.0	13.0	55.0	14.0	15.0	24.0	21.0	9.0	11.0	50.0	9.0	0.0	7.0	23.0	0.0	2.0	33.0	37.0	13.0	15.0	19.0	6.0	7.0	1.0	0.0	15.0	21.0	38.0	0.0	21.0	47.0	12.0	0.0
f78c2a4fb584f61fc0fbd75c2cc22a99	22.0	24.0	6.0	14.0	63.0	15.0	7.0	7.0	5.0	12.0	14.0	4.0	22.0	7.0	10.0	1.0	10.0	11.0	5.0	53.0	11.0	16.0	4.0	0.0	0.0	0.0	4.0	45.0	30.0	9.0	6.0	4.0	5.0	0.0	5.0	0.0	0.0	19.0	4.0	0.0	8.0	4.0
6634935c96620932b4da48c7263f574b	21.0	0.0	13.0	19.0	0.0	0.0	8.0	4.0	7.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	7.0	0.0
2fcab8ca48516f7859c055878fc4ec9b	21.0	0.0	19.0	11.0	0.0	0.0	11.0	19.0	23.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	15.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	4.0	5.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0
e4425e9f11df10011f0f3d702e6f6e77	21.0	20.0	13.0	41.0	6.0	4.0	29.0	23.0	18.0	5.0	3.0	14.0	35.0	9.0	3.0	3.0	7.0	16.0	25.0	5.0	12.0	5.0	15.0	0.0	2.0	11.0	27.0	2.0	0.0	7.0	11.0	2.0	8.0	0.0	6.0	13.0	14.0	4.0	10.0	15.0	20.0	8.0
cd31d7e83e819b55fcbf6718360c8df6	20.0	0.0	5.0	21.0	2.0	2.0	5.0	7.0	15.0	0.0	0.0	8.0	11.0	4.0	2.0	0.0	5.0	12.0	5.0	2.0	0.0	7.0	5.0	0.0	0.0	4.0	3.0	0.0	0.0	15.0	5.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	3.0	2.0	7.0	0.0
308718dab3aa6e2cd6e249687aca1b72	20.0	32.0	14.0	15.0	5.0	0.0	9.0	5.0	10.0	9.0	0.0	5.0	16.0	1.0	1.0	3.0	2.0	9.0	3.0	5.0	19.0	10.0	0.0	0.0	3.0	0.0	12.0	2.0	2.0	6.0	12.0	4.0	15.0	0.0	5.0	8.0	0.0	6.0	1.0	0.0	6.0	11.0
17156f48f7cc9d7d36db2822300510ec	20.0	0.0	18.0	1.0	2.0	4.0	2.0	1.0	6.0	7.0	0.0	16.0	0.0	10.0	18.0	7.0	2.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	9.0	1.0	0.0
d6f3dc962a6df97bfd9d88147f87f999	20.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
8415b3e4340fc5ce4dd9e402064dcbc8	19.0	9.0	21.0	9.0	12.0	16.0	7.0	9.0	14.0	28.0	16.0	11.0	4.0	83.0	35.0	21.0	25.0	2.0	16.0	14.0	11.0	61.0	12.0	0.0	9.0	19.0	108.0	17.0	15.0	93.0	3.0	38.0	10.0	0.0	13.0	11.0	6.0	7.0	52.0	2.0	4.0	0.0
