OTU ID	P1F5	P2F3	P1F1	P1F4	P4F2	P10F2	P1F3	P1F2	P3F5	P4F3	P10F4	P5F4	P9F4	P8F2	P8F1	P3F1	P3F3	P3F4	P7F3	P6F2	P4F4	P9F2	P5F5	P10F3	P3F2	P7F2	P5F2	P4F5	P8F3	P5F3	P6F3	P9F3	P8F4	P4F1	P9F1	P7F4	P7F1	P6F4	P5F1	P7F5	P9F5	P6F1
0f310ccb1bc11b8c5cdae4945b637592	4.0	0.0	2.0	8.0	1.0	0.0	3.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	4.0	3.0	0.0	5.0	0.0	1.0	5.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0
ff235fdc5cf67e7e2814a2ed9a29a9fa	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
e6e57061841c8a162876dec9777f29ff	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
cb2159b08250fdacf0e359ad78152f7c	4.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
b4e10d7f8b1c3c5827495e529117ee64	4.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	3.0	2.0	0.0
47d9a9c7744b92540b8faccf5692f74d	4.0	0.0	0.0	2.0	4.0	6.0	0.0	0.0	0.0	4.0	2.0	0.0	5.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4b79b23bb1a0ccfebcbaae5d2ee74174	4.0	9.0	0.0	6.0	6.0	8.0	5.0	10.0	3.0	6.0	5.0	2.0	6.0	8.0	9.0	0.0	4.0	5.0	0.0	6.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	9.0	2.0	7.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
69cef8aff2cc70c51df166774c1446b3	4.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0
8cc0f7c343a970a787bd6ba1743bef4e	4.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8eb07752bbc1c95c6d357090830c729b	4.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2d0895b315ffa9e3c003d59cbae4bc70	4.0	0.0	1.0	0.0	2.0	3.0	3.0	0.0	3.0	0.0	4.0	0.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
a25275ea582db7ef36286db2eb7d6354	4.0	7.0	3.0	1.0	0.0	0.0	2.0	1.0	0.0	7.0	3.0	4.0	2.0	3.0	0.0	1.0	0.0	0.0	2.0	8.0	7.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0
9a2d175437170646d3b39ade4276b88c	4.0	1.0	0.0	1.0	3.0	6.0	8.0	1.0	0.0	5.0	2.0	0.0	0.0	1.0	5.0	1.0	4.0	2.0	5.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	8.0	3.0	0.0	0.0
8c0dea071901b43a946fbe6ce941fee9	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
3ff005fb2f60162473f40244ac935e40	4.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	6.0	3.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
a739ac0e84417f33570bcd40dfa14879	4.0	2.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
bf68855d3a1878fb84e5d4fa6e978411	4.0	2.0	6.0	2.0	5.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	10.0	2.0	0.0	4.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	0.0	0.0
8a01f7eb5a91362ab4737434713a861a	4.0	4.0	0.0	0.0	0.0	2.0	6.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	2.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	9.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0
06de7e6a20c76d903f4c09f025a66fc2	4.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
518dc67e4bb4f0179667c2303d4a6ad1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
475ae32607f8388103e66a62df8325ee	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6a4759c57d414a6bbb1fdb40abc93c14	4.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	8.0	2.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	4.0	10.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0
7b22fc71cf69ed3f5389951554138e14	4.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
777c0e4a3210ee0cdfd88272d094769b	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
57208ccd1825c37cae7fd93438d87125	4.0	38.0	0.0	0.0	3.0	17.0	2.0	0.0	0.0	2.0	14.0	3.0	0.0	15.0	17.0	3.0	3.0	1.0	0.0	4.0	39.0	3.0	0.0	0.0	0.0	2.0	0.0	3.0	7.0	1.0	6.0	0.0	25.0	0.0	0.0	0.0	0.0	18.0	4.0	2.0	0.0	12.0
090648122cf6a7c9d46bb01e75039d05	4.0	3.0	1.0	2.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	3.0	0.0	0.0	0.0	2.0
83f63a6c110f7ef0494ec8967a68ec30	4.0	7.0	0.0	0.0	7.0	5.0	3.0	0.0	0.0	6.0	5.0	0.0	2.0	5.0	4.0	0.0	2.0	0.0	2.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	4.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0
1fbc47c2edf3b724500c661a7baac49a	4.0	3.0	3.0	10.0	3.0	0.0	4.0	7.0	4.0	5.0	2.0	6.0	3.0	2.0	4.0	2.0	5.0	4.0	6.0	2.0	0.0	7.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	4.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	11.0	6.0	0.0	0.0
fa30693e465db26ab621ebb9e0d91116	4.0	16.0	7.0	2.0	2.0	4.0	4.0	3.0	3.0	0.0	0.0	2.0	7.0	3.0	3.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	6.0	3.0	15.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	8.0
1644d6b098298ef5072be17d84558186	4.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0
ea9874ca57f141e2b588a19cbb59d577	4.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	3.0	0.0	3.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1b74611d21c7cf5488b098013ae150df	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
b89dcfaf8e2d645d47b2dc0ec7345a68	4.0	0.0	0.0	4.0	15.0	7.0	2.0	4.0	7.0	4.0	7.0	4.0	8.0	13.0	16.0	2.0	5.0	5.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	4.0	6.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	8.0	3.0	2.0	0.0
35ae354c653ddf89967d7c7dce46acf8	4.0	0.0	0.0	0.0	3.0	3.0	4.0	0.0	0.0	0.0	0.0	14.0	0.0	3.0	0.0	3.0	5.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	8.0	2.0	8.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
81c2482cdf4e9768fc00aa6d311a5a61	4.0	13.0	0.0	2.0	6.0	12.0	0.0	0.0	0.0	6.0	5.0	0.0	3.0	5.0	9.0	2.0	2.0	0.0	0.0	3.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0
c4f1e83f4b32ac464860f04187226c8e	4.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
8bd787ecd6d00b75eedfaffd722f80fe	4.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
738bd0b0565a27a7cb49fa44cc779dce	4.0	0.0	11.0	5.0	3.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	4.0	0.0
8084e2e1269c7f8049db0d8047cc07fb	4.0	0.0	3.0	4.0	23.0	24.0	0.0	3.0	2.0	26.0	35.0	2.0	11.0	270.0	11.0	6.0	0.0	5.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	26.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
0086812482241c856c60d10db422c8c6	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	4.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
b20957b229cedc9699f374102af36d81	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
ec224bb737b5c2c1e4b46122f6f2caae	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0
deb6cc8164da20e37beded0f517270dc	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	8.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
50d6cf30370b25ae2f26806e38dc5657	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
40cebed2a2a6465700df2d1713a40126	4.0	0.0	5.0	4.0	0.0	1.0	0.0	5.0	2.0	2.0	2.0	4.0	0.0	2.0	2.0	3.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	54.0	4.0	0.0	50.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	533.0	23.0	3.0	0.0	0.0
5c7a9eb9abc3c3ee8faba00523e35a8c	4.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
890b77af3f95edacdf9d04d79dc1d5f6	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
0ff651059cf360f0476d2c528eaa23f7	4.0	0.0	2.0	1.0	4.0	0.0	0.0	3.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	9.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	10.0	0.0	0.0
a01cb85dc28dcb1b566ffc885ad23a7a	4.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
4998c724dcebdf1653131eb205681b9e	4.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
ed834e4e50ff361196a2ad9dfa4752d5	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4ca14afa464bd42b4e25542c93f56982	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
9addae903ac5b60a4934ad66e3ff8cc8	4.0	0.0	4.0	8.0	4.0	0.0	4.0	2.0	2.0	3.0	2.0	0.0	4.0	2.0	2.0	2.0	0.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	3.0	13.0	0.0	0.0	7.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0
14c028319d1c07fd0235cb8c15652274	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
db11d0c31e9a39b2c3c0c4598d77b459	4.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76eb2cd4793c757654193b99526d153a	4.0	0.0	6.0	0.0	12.0	0.0	2.0	4.0	2.0	2.0	4.0	2.0	4.0	3.0	2.0	2.0	0.0	4.0	2.0	0.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
d87b569710b8faeb55fd4ca00de8fad9	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818c175287f9578b1924940b3f50bd94	4.0	0.0	4.0	4.0	2.0	0.0	0.0	3.0	0.0	2.0	0.0	2.0	5.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7d3583993190d4700eb5f5ebed6e4c8e	4.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fc1e628e108e4d8baa193ba8d895db1c	4.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
4124229e7278e7f2b6b0161008178446	4.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6882418ba25d59305b72055a3184eea4	4.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175714bad521299574612cb4c2897fda	4.0	4.0	5.0	5.0	3.0	0.0	4.0	6.0	11.0	0.0	0.0	0.0	9.0	2.0	2.0	6.0	2.0	6.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	21.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0
4a1d9ce604bbe47b60eddca245f6fec1	4.0	1.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	2.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
83786c42c40caa110dc39c9c56a91df9	4.0	4.0	7.0	6.0	30.0	14.0	4.0	5.0	5.0	43.0	5.0	10.0	11.0	29.0	25.0	2.0	0.0	2.0	11.0	37.0	5.0	6.0	2.0	0.0	0.0	5.0	31.0	38.0	8.0	27.0	6.0	13.0	4.0	0.0	13.0	5.0	5.0	204.0	24.0	6.0	0.0	0.0
ab53143f9b525635c7101436bd6cfc6b	4.0	0.0	5.0	13.0	0.0	0.0	5.0	4.0	0.0	2.0	0.0	0.0	9.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
72559f1b79a7241a382d3f075b806bd0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0
60bf9c11125af3a29196e28119d25790	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1fac5d96d68bf0318aea6db59538e3ea	4.0	0.0	0.0	5.0	0.0	0.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7c21ffe837f6a2a63bde1624a24894b1	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
a5e830812e4d515c9378b8b9aa71b695	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
197d7295d43de5fc14b88901f38589b5	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
